id,brand,car_model,type,desc,problem,datetime,status
570107,广汽丰田,凯美瑞,2016款 2.0G 自动 十周年纪念领先版,广汽丰田凯美瑞前半轴防尘套漏油,"G161,",2021-02-03,处理反馈
570099,星途,星途TX,2019款 TX 1.6T 四驱 铂金版,星途TX电池亏电严重导致空调无法启动,"H79,H146,",2021-02-03,信息审核
570095,江西五十铃,铃拓,2020款 2.5T 两驱 手动 领航版 国VI JE4D25Q6A,江西五十铃铃拓变速箱抖动希望厂家处理,"B95,",2021-02-03,信息审核
570094,一汽-大众,高尔夫,2017款 230TSI 自动 豪华百万辆纪念版,一汽大众高尔夫4S店 更换配件以旧充新,"N316,",2021-02-03,用户评分
570093,吉利汽车,缤越,2019款 260T DCT 游侠 国VI 运动款,吉利缤越发动机故障灯亮 服务态度蛮横,"A34,I293,",2021-02-03,处理反馈
570092,江淮汽车,瑞风S2,2015款 1.5L CVT 豪华型,江淮瑞风S2行驶中TCU故障防侧滑报警,"B96,H170,",2021-02-03,处理反馈
570087,一汽丰田,威驰,2019款 1.5L CVT 创行版,一汽丰田威驰发动机冷却液渗漏希望厂家处理,"A37,",2021-02-03,信息审核
570086,广汽本田,凌派,2013款 1.8L 自动 舒适版,广汽本田凌派4S店收取高额报价费,"K307,",2021-02-03,用户评分
570082,东风日产,天籁,2020款 2.0L XL 舒适版,东风日产天籁油箱行驶时异响希望更换,"H147,",2021-02-03,处理反馈
570078,北京奔驰,奔驰GLB,2020款 GLB 200 时尚型,奔驰GLB发动机故障灯亮 天窗开关异常,"A34,H155,",2021-02-03,处理反馈
570074,DS汽车,DS6,2016款 1.6T 豪华版THP160,DS6天窗无法完全关闭希望尽快处理,"H192,",2021-02-03,信息审核
570072,广汽本田,雅阁,2018款 260TURBO 精英版 国VI,广汽本田雅阁高速行驶时修正方向卡顿,"D59,D123,",2021-02-03,处理反馈
570069,东风本田,本田UR-V,2017款 370TURBO 四驱 尊耀版 国V,东风本田UR-V进气格栅开裂厂家不予索赔,"H168,I297,",2021-02-03,处理反馈
570068,庆铃汽车,巨咖,巨咖,庆铃巨咖原车未配备汽笛希望处理,"Q322,",2021-02-03,信息审核
570066,奇瑞汽车,捷途X70,2020款 1.5T DCT 智行版 5座,捷途X70减震器异响 转向异响 颠簸抖动,"D59,G52,G162,",2021-02-03,处理反馈
570059,东风本田,本田CR-V,2017款 240TURBO 自动 两驱 舒适版,东风本田CR-V后轮胎吃胎异常磨损严重,"G245,",2021-02-03,用户评分
570058,宝马（进口）,宝马X7,2021款 xDrive40i 尊享型M运动套装,进口宝马X7座椅出现白色斑痕影响美观,"H169,",2021-02-03,信息审核
570056,一汽-大众,探影,2020款 1.5L 自动 悦,一汽大众探影后视镜无法电动调节,"H110,H211,",2021-02-03,用户评分
570055,北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,北京现代途胜行驶时排气管异响 不予索赔,"H31,I297,",2021-02-03,处理反馈
570051,特斯拉中国,Model Y,2021款 长续航 全轮驱动版,特斯拉Model Y热泵压缩机损坏空调不制热,"H101,",2021-02-03,信息审核
570050,上汽大众,途铠,2019款 1.5L 自动 舒适版,上汽大众途铠合同订购车型与实际车型不符,"I293,M280,",2021-02-03,用户评分
570049,东风日产,轩逸,2019款 1.6XV CVT 智联尊享版 国VI,东风日产轩逸加满油汽油箱异响 转向异响,"D59,H147,",2021-02-03,处理反馈
570047,一汽奔腾,奔腾B50,2016款 1.6L 自动 舒适型,一汽奔腾B50车身后轮上方生锈腐烂,"H79,",2021-02-03,处理反馈
570045,一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,一汽大众探岳冬季颗粒捕捉器堵塞油耗增加,"A85,A114,",2021-02-03,处理反馈
570043,特斯拉中国,Model Y,2021款 长续航 全轮驱动版,特斯拉Model Y空调压缩机故障 与宣传不符,"H101,I295,M279,",2021-02-03,信息审核
570042,东风悦达起亚,智跑,2018款 2.0L 自动 智享豪华版,东风悦达起亚智跑贷款还清后未提供车钥匙,"O354,",2021-02-03,处理反馈
570040,一汽红旗,红旗HS5,2019款 2.0T 智联旗享四驱版,红旗HS5启动后提示废气监控系统故障,"A114,",2021-02-03,信息审核
570038,一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,一汽大众探岳大灯透镜发白影响照明 油耗高,"A85,H82,",2021-02-03,处理反馈
570037,广汽丰田,雷凌,2021款 185T CVT 运动版,广汽丰田雷凌动力消失希望尽快处理,"A255,",2021-02-03,处理反馈
570036,东风小康,东风小康C32,2018款 1.2L 改款 基本型 国V DK12,东风小康C32行驶不到一年出现大梁断裂,"G261,",2021-02-03,用户评分
570034,一汽-大众奥迪,奥迪A3,2019款 Sportback 35 TFSI 进取型 国VI,一汽大众奥迪A3发动机烧机油机油消耗异常,"A63,",2021-02-03,信息审核
570032,上汽大众,途观L,2020款 330TSI 自动 两驱 全景舒适版 国VI,上汽大众途观L低速车身共振 方向跑偏,"G117,H268,H144,",2021-02-03,用户评分
570028,长安福特,翼虎,2018款 EcoBoost 180 两驱 铂翼型,长安福特翼虎车内异味希望尽快处理,"H185,",2021-02-03,处理反馈
570027,东风日产,天籁,2021款 2.0L XL 舒适版,东风日产天籁右转弯时踩油门加速有异响,"G56,",2021-02-03,处理反馈
570026,一汽-大众奥迪,奥迪A3,2016款 Limousine 1.4T 双离合 领英型,一汽大众奥迪A3变速箱机电单元故障,"B115,",2021-02-03,信息审核
570025,一汽-大众奥迪,奥迪A4L,2016款 1.8T 自动 舒适型,一汽大众奥迪A4L行驶时发动机舱发生自燃,"H40,",2021-02-03,信息审核
570023,DS汽车,DS 4S,2016款 1.2T 进取版THP130,长安标致雪铁龙DS 4S正时皮带掉,"A191,A336,",2021-02-03,信息审核
570020,一汽-大众,宝来,2018款 1.5L 手动 舒适型,一汽大众宝来锦湖轮胎开裂要求解决,"F100,",2021-02-03,处理反馈
570019,长安福特,翼虎,2013款 1.6T  四驱精英型,福特翼虎加油时汽油箱异响存在质量问题,"H147,",2021-02-03,处理反馈
570016,奇瑞汽车,艾瑞泽5,2016款 1.5L 手动 领跑版,奇瑞艾瑞泽5车身底盘车门转向柱多处生锈,"H79,",2021-02-03,用户评分
570013,北京现代,菲斯塔,2021款 280TGDi 精英版,北京现代菲斯塔新车中控屏开裂厂家拒赔,"H168,",2021-02-03,处理反馈
570012,江淮汽车,嘉悦X7,2020款 1.5TGDI 自动 自由+,江淮嘉悦X7厂家质保期内拒绝维修发动机,"A34,I297,",2021-02-03,用户评分
570011,吉利汽车,缤越,2020款 PRO 260T DCT Battle,吉利缤越4S店销售承诺未兑现提不到车,"L313,L312,L311,",2021-02-03,用户评分
570005,一汽-大众奥迪,奥迪Q5L,2020款 45 TFSI 尊享时尚型,奥迪Q5L新车车内异响影响正常驾驶,"H164,",2021-02-03,信息审核
570004,奇瑞汽车,艾瑞泽5,2017款 1.5L CVT 领潮版,奇瑞艾瑞泽5前减震器异响反复维修未解决,"G52,J298,",2021-02-03,处理反馈
570002,一汽丰田,皇冠,2015款 2.0T 时尚版,一汽丰田丰田皇冠发动机喷油嘴损坏,"A53,",2021-02-03,信息审核
569999,长安福特,蒙迪欧,2013款 1.5T 自动 GTDi180时尚型,长安福特蒙迪欧三元催化器故障导致报警,"H54,",2021-02-03,处理反馈
569996,东风乘用车,风神A60,2016款 1.6L 自动 豪华型,东风风神A60发动机电脑一直无配件,"N318,",2021-02-03,厂家受理
569995,奇瑞汽车,瑞虎8,2020款 290TGDI 自动 豪华版,奇瑞瑞虎8车身不平整缝隙大制作工艺差,"H209,",2021-02-03,用户评分
569987,长安福特,翼虎,2015款 1.5L GTDi 四驱精英型 5座,长安福特翼虎碳罐堵塞导致油箱有异响,"H271,",2021-02-03,处理反馈
569982,东风标致,标致308S,2015款 1.2T 自动 劲驰版,东风标致308S更换正时皮带后烧机油,"A63,",2021-02-03,处理反馈
569979,一汽-大众,迈腾,2019款 330TSI DSG 领先型 国V,一汽大众迈腾变速箱故障无法挂入倒挡,"B20,",2021-02-03,用户评分
569976,众泰汽车,云100,2014款 云100 舒适型,众泰云100车辆质保期内发生自燃,"H40,",2021-02-03,信息审核
569973,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408更换正时皮带后发动机烧机油,"A63,J300,",2021-02-03,处理反馈
569968,广汽丰田,汉兰达,2015款 2.0T 四驱 豪华版 7座,广汽丰田汉兰达经销商保养后发动机拉缸,"A9,A329,",2021-02-03,处理反馈
569967,吉利汽车,帝豪GL,2020款 1.4T CVT 豪华型,吉利帝豪GL后备箱无法关闭要求解决,"H68,",2021-02-03,处理反馈
569966,奇瑞汽车,奇瑞E3,2013款 1.5L 智尚型,奇瑞E3车门生锈严重存在质量问题,"H79,",2021-02-03,处理反馈
569965,捷豹,捷豹XJ,2016款 XJL 2.0T 两驱 典雅商务版,捷豹XJ桃木内饰板开裂希望给予解决,"H168,",2021-02-03,处理反馈
569964,东南汽车,东南DX3,2016款 1.5L 手动 豪华型,东南DX3转向异响卡滞行驶方向跑偏,"D59,D123,G117,",2021-02-03,用户评分
569962,东风悦达起亚,K5凯酷,2020款 380T GT-Line 尊贵科技版,东风悦达起亚K5凯酷定速巡航按键失效,"H253,",2021-02-03,处理反馈
569959,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳车灯发白不亮 影响夜间使用,"H82,",2021-02-03,处理反馈
569958,广汽丰田,YARiS L 致炫,2020款 1.5L CVT 领先版,广汽丰田致炫中控异响多次维修未解决,"H93,J300,",2021-02-03,处理反馈
569956,东风日产,轩逸,2021款 1.6L XL CVT 悦享版,东风日产轩逸新更换的优科豪马轮胎爆胎,"F130,",2021-02-03,处理反馈
569955,广汽丰田,汉兰达,2015款 2.0T 四驱 豪华版 7座,广汽丰田汉兰达发动机缸体损伤要求解决,"A136,",2021-02-03,处理反馈
569951,一汽-大众,T-ROC探歌,2020款 280TSI DSG 两驱 舒适型,一汽大众T-ROC探歌电瓶亏电 变速箱漏油,"B22,H146,",2021-02-03,处理反馈
569948,东风日产,天籁,2019款 2.0L XL Upper 智行版,东风日产天籁智连APP无法使用希望厂家处理,"H155,",2021-02-03,处理反馈
569946,东风乘用车,风神A60,2016款 1.6L 自动 豪华型,东风风神A60变速箱无法换挡 空调有异响,"B20,H101,",2021-02-03,厂家受理
569945,特斯拉中国,Model 3,2020款 标准续航 后驱 升级版,特斯拉Model 3动力电池无法充满电,"H340,",2021-02-03,信息审核
569942,一汽丰田,卡罗拉,2021款 1.2T S-CVT 先锋版,一汽丰田卡罗拉发动机异响希望厂家处理,"A9,",2021-02-03,信息审核
569940,奇瑞汽车,瑞虎5,2014款 2.0L 手动 家悦版,奇瑞瑞虎5空调控制面板无法控制 影响使用,"H101,",2021-02-03,处理反馈
569939,东风日产,奇骏,2020款 2.0L XL ITS CVT 2WD 智联舒适版,东风日产奇骏电瓶亏电经常无法启动,"H146,",2021-02-03,处理反馈
569933,长安福特,翼虎,2017款 EcoBoost 180 两驱 豪翼型,长安福特翼虎防冻液渗漏希望厂家处理,"A37,A191,",2021-02-03,处理反馈
569932,一汽-大众,迈腾,2017款 330TSI DSG 豪华型,一汽大众迈腾变速箱顿挫 方向机异响,"A12,B19,D59,H101,H67,H110,",2021-02-03,处理反馈
569931,东风日产,天籁,2021款 2.0L XL 舒适版,东风日产天籁加满油后刹车时油箱异响,"H147,",2021-02-03,处理反馈
569930,比亚迪,宋,2020款 经典版 1.5T 自动 精英型,比亚迪宋车辆停放一天电瓶亏电无法启动,"H146,",2021-02-03,用户评分
569928,一汽-大众,迈腾,2020款 330TSI DSG 豪华型,一汽大众迈腾正常行驶时发动机无故熄火,"A14,",2021-02-03,处理反馈
569926,路虎进口,发现,2020款 3.0 SC V6 SE,进口路虎发现行驶熄火 电路系统瘫痪,"A14,H110,",2021-02-03,处理反馈
569923,东风本田,INSPIRE,2019款 锐·混动 2.0L 净尚版 国V,东风本田INSPIRE发动机气门室盖漏油,"A12,",2021-02-03,处理反馈
569920,吉利汽车,远景X6,2020款 1.4T CVT 尊贵型,吉利远景X6手机远程启动功能与宣传不符,"M279,",2021-02-03,处理反馈
569917,华晨宝马,宝马3系,2021款 325Li M运动套装,华晨宝马3系新车被4S店工作人员剐蹭受损,"J299,",2021-02-03,信息审核
569916,东风日产,轩逸,2012款 1.6L XE 自动 舒适版 经典,东风日产轩逸发动机和变速箱异响严重,"A9,B33,",2021-02-03,处理反馈
569915,长安福特,蒙迪欧,2013款 1.5T 自动 GTDi180时尚型,长安福特蒙迪欧节气门进机油希望厂家处理,"A12,",2021-02-03,处理反馈
569914,吉利汽车,帝豪GS,2020款 1.4T CVT 雅,吉利帝豪GS经销商出售问题车底盘有生锈,"H79,",2021-02-03,处理反馈
569912,一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,一汽大众探岳发动机自动启停失效 油耗翻倍,"A85,H155,H263,",2021-02-03,处理反馈
569909,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾排气管消音器漏气漏水,"H31,I295,",2021-02-03,用户评分
569907,BEIJING汽车,BEIJING-EX3,2019款 R600 劲尚版,北汽新能源EX3冬季充不满电 导航错误,"H146,H21,",2021-02-03,处理反馈
569902,吉利汽车,帝豪GS,2020款 1.4T CVT 雅,吉利帝豪GS方向沉重行驶跑偏轮胎吃胎,"D156,G245,G117,",2021-02-03,处理反馈
569900,奇瑞汽车,艾瑞泽5,2017款 1.5T 手动 时尚版 SPORT,奇瑞艾瑞泽5方向盘与车身抖动明显,"D80,H268,",2021-02-03,处理反馈
569897,一汽-大众奥迪,奥迪A6L,2020款 40 TFSI 豪华动感型,一汽大众奥迪A6L行驶自动加速存在隐患,"H170,",2021-02-03,信息审核
569895,长安汽车,长安UNI-T,2020款 1.5T 旗舰型,长安UN-T车载麦克风失灵 车机系统无记忆,"H134,H155,",2021-02-03,处理反馈
569891,华晨宝马,宝马5系,2014款 525Li 豪华设计套装,宝马5系油底壳高温时有漏油现象 希望解决,"A12,",2021-02-03,信息审核
569890,比亚迪,宋Pro,2019款 1.5T 自动 精英型,比亚迪宋Pro没有NFC功能 与宣传不符,"M279,",2021-02-03,用户评分
569888,长安福特,蒙迪欧,2013款 2.0T 自动 GTDi200时尚型,福特蒙迪欧碳罐和电子阀故障导致汽油箱异响,"H147,H271,Q322,",2021-02-03,处理反馈
569887,一汽丰田,卡罗拉,2021款 1.2T S-CVT 精英版,丰田卡罗拉行驶时变速箱异响刹车异响,"B33,E43,",2021-02-03,信息审核
569886,吉利汽车,吉利ICON,2020款 1.5TD i9 BSG,吉利ICON副驾驶门把手开裂掉皮 方向盘跑偏,"A9,D154,H134,H155,H168,H164,H89,H151,",2021-02-03,处理反馈
569884,比亚迪,唐新能源,2018款 DM 2.0T全时 四驱 智联创领型 7座 国V,比亚迪唐新能源减震漏油转向异响 尾灯开裂,"D59,G25,H168,",2021-02-03,用户评分
569880,广汽丰田,雷凌,2021款 185T CVT 豪华版,广汽丰田雷凌4S店销售赠送加油卡与宣传不符,"L313,M279,",2021-02-02,处理反馈
569878,江淮汽车,瑞风Ⅱ,2012款 2.0L 自动 公务版 汽油,江淮瑞风Ⅱ车门机盖车身裙边生锈严重,"H79,",2021-02-02,处理反馈
569876,奇瑞汽车,瑞麒G6,2009款 G6 2.0TCI 自动旗舰型,瑞麒G6电子手刹失灵 前三角臂厂家无配件,"E159,N318,",2021-02-02,处理反馈
569875,奇瑞汽车,艾瑞泽5,2016款 1.5L 手动 领锐版,奇瑞艾瑞泽5轴距不一致行驶跑偏轮胎偏磨,"G245,G117,G225,",2021-02-02,处理反馈
569874,一汽-大众,高尔夫·嘉旅,2016款 1.6L 自动 舒适型,一汽大众高尔夫嘉旅挂挡时变速箱故障报警,"B96,",2021-02-02,处理反馈
569873,一汽丰田,亚洲龙,2021款 2.5L Touring 尊贵SPORT版,一汽丰田亚洲龙行驶颠簸路面天窗异响,"H89,",2021-02-02,信息审核
569866,广汽本田,皓影,2020款 240TURBO CVT 两驱 豪华版,广汽本田皓影发动机机油增多要求解决,"A339,",2021-02-02,处理反馈
569865,一汽-大众,迈腾,2011款 1.4TSI 精英型,一汽大众迈腾变速箱顿挫机电单元故障,"B84,B115,",2021-02-02,处理反馈
569861,一汽-大众,捷达,2015款 1.6L 自动 舒适型,一汽大众捷达发动机点火开关多次损坏,"H240,",2021-02-02,用户评分
569860,北京现代,索纳塔,2020款 270TGDi GLS DCT 精英版,北京现代索纳塔4S店维修后车门异响,"J300,J299,",2021-02-02,用户评分
569854,上汽大众斯柯达,速派,2019款 TSI330 DSG 舒适版,斯柯达速派方向盘抖动厂家不予解决,"D80,",2021-02-02,用户评分
569853,一汽-大众奥迪,奥迪Q3,2020款 35 TFSI 时尚动感型,一汽大众奥迪Q3新车出现变速箱漏油,"B22,",2021-02-02,信息审核
569852,一汽奔腾,奔腾X40,2019款 1.6L 自动 豪华型 国VI,一汽奔腾X40发动机故障灯亮一直未解决,"A34,",2021-02-02,用户评分
569851,广汽丰田,YARiS L 致享,2017款 1.5E CVT 魅动版,广汽丰田致享行驶中发动机有异响,"A9,",2021-02-02,处理反馈
569849,长安福特,探险者,2020款 EcoBoost 285 四驱 钛金版 6座,长安福特探险者4S店出售展车无法启动,"M284,",2021-02-02,用户评分
569847,长城汽车,哈弗H2s,2018款 1.5T 双离合 豪华型 红标,哈弗H2s副驾驶安全气囊线路损坏,"H103,",2021-02-02,处理反馈
569846,东风小康,风光580,2018款 1.5T 手动 豪华型,东风风光580行驶中减震器异响 电瓶亏电,"G52,H146,",2021-02-02,处理反馈
569845,一汽奔腾,奔腾T77,2020款 PRO 280 TID 自动 豪华型,一汽奔腾T77倒车有异响 发动机无动力,"A255,E43,",2021-02-02,处理反馈
569844,东风乘用车,风神AX7,2016款 2.0L 手动 智逸型,东风风神AX7转向卡顿有严重异响,"D123,",2021-02-02,用户评分
569842,奇瑞汽车,瑞虎5,2014款 2.0L 手动 家尊版,奇瑞瑞虎5自动分区空调翻板断裂,"H168,",2021-02-02,处理反馈
569839,上汽大众斯柯达,柯迪亚克,2020款 TSI330 两驱 豪华优享版 7座,斯柯达柯迪亚克车身抖动 车内共振,"H268,",2021-02-02,用户评分
569835,一汽-大众,宝来,2021款 1.5L 手动 舒适智联版,一汽大众宝来离合器踏板震动发动机异响,"A9,C87,",2021-02-02,用户评分
569828,长安福特,锐界,2018款 EcoBoost 245 两驱 豪锐型 7座 国VI,长安福特锐界米其林轮胎出现有裂痕,"F100,",2021-02-02,处理反馈
569824,长安福特,福睿斯,2015款 1.5L 自动 时尚型,长安福特福睿斯集雨板缺陷导致漏水,"H109,",2021-02-02,用户评分
569818,BEIJING汽车,绅宝X35,2016款 1.5L 手动 精英版,北汽绅宝X35转向卡滞异响抖动希望处理,"D59,D123,D80,",2021-02-02,处理反馈
569812,众泰汽车,大迈X5,2015款 1.5T CVT 知县型 国V,众泰大迈X5挂D挡无法行驶变速箱故障灯亮,"B96,B334,",2021-02-02,信息审核
569811,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408机油泵堵塞导致无法正常行驶,"A34,A336,",2021-02-02,处理反馈
569808,北京现代,胜达,2013款 2.4L 自动 两驱 智能型 GLS,北京现代胜达发动机敲缸异响动力消失,"A9,A255,",2021-02-02,处理反馈
569804,比亚迪,宋Pro,2019款 1.5T 自动 豪华型,比亚迪宋Pro车载NFC功能宣传不符电瓶亏电,"H146,M279,",2021-02-02,用户评分
569803,一汽-大众,速腾,2020款 200TSI DSG 舒适型 国VI,一汽大众速腾刹车时前轮异响希望厂家处理,"E43,G125,",2021-02-02,处理反馈
569798,比亚迪,宋Pro,2019款 1.5T 自动 精英型,比亚迪宋Pro新车加装使用非原厂配件,"N319,",2021-02-02,处理反馈
569797,一汽-大众奥迪,奥迪A3,2020款 Limousine 35 TFSI 时尚型 国VI,一汽大众奥迪A3防冻液缺失 发动机烧机油,"A63,A191,",2021-02-02,信息审核
569796,北京奔驰,奔驰GLB,2020款 改款 GLB 200 时尚型,奔驰GLB新车中控屏幕触屏无法使用,"H134,M284,Q322,",2021-02-02,处理反馈
569795,广汽丰田,雷凌,2021款 双擎 1.8H E-CVT 运动版,广汽丰田雷凌仪表台饰板脱胶希望厂家处理,"H168,",2021-02-02,处理反馈
569793,东风本田,本田CR-V,2019款 锐·混动 2.0L 两驱 净速版 国VI,东风本田CR-V机油增多乳化厂家消极处理,"A339,A13,",2021-02-02,用户评分
569792,长城汽车,哈弗H7,2019款 2.0T 悦享型 国V,哈弗H7发动机烧机油4S店不作任何处理,"A63,",2021-02-02,处理反馈
569790,东风日产,逍客,2021款 2.0L CVT 智享版,东风日产逍客购车缴纳定金经销商未退还,"K309,",2021-02-02,处理反馈
569789,路虎进口,揽胜星脉,2020款 P250 R-DYNAMIC S,路虎揽胜星脉行驶时车身异响干扰正常驾驶,"H15,",2021-02-02,处理反馈
569788,东风悦达起亚,起亚K3,2019款 1.5L CVT 智享互联版,东风悦达起亚K3远近光灯光线发散 车灯不亮,"H82,",2021-02-02,处理反馈
569787,一汽-大众奥迪,奥迪A4L,2017款 2.0T 双离合 进取型 Plus,一汽大众奥迪A4L发动机漏油要求质保,"A12,",2021-02-02,信息审核
569785,东风悦达起亚,智跑,2019款 2.0L 自动 智享豪华版,东风悦达起亚智跑4S店拒绝提供质保,"L314,",2021-02-02,处理反馈
569783,长安福特,翼虎,2017款 EcoBoost 180 两驱 虎跃型,福特翼虎节气门故障导致发动机漏油,"A12,",2021-02-02,处理反馈
569781,一汽-大众,迈腾,2020款 380TSI DSG 豪华型,一汽大众迈腾Carplay无法连接影响使用,"H155,",2021-02-02,处理反馈
569780,梅赛德斯-AMG,奔驰GLE AMG,2020款 AMG GLE 53 4MATIC+,奔驰GLE AMG左前减震器异响 配件未到货,"G52,N318,",2021-02-02,处理反馈
569773,广汽本田,缤智,2020款 1.5L CVT 精英版,广汽本田缤智高速行驶胎压监测误报警,"H203,",2021-02-02,处理反馈
569771,江淮汽车,嘉悦A5,2020款 1.5T 手动 精英型,江淮嘉悦A5车灯进水影响正常照明,"H88,",2021-02-02,用户评分
569767,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国V,一汽大众探岳变速箱顿挫大灯发白亮度不足,"B19,H82,",2021-02-02,处理反馈
569766,东风日产,天籁,2013款 2.0L XL 舒适版,东风日产天籁发动机烧机油 车内异味,"A63,H185,",2021-02-02,处理反馈
569765,长安福特,蒙迪欧,2020款 EcoBoost 180 时尚型,长安福特蒙迪欧米其林轮胎有开裂现象,"F100,",2021-02-02,用户评分
569764,东风标致,标致207,2011款 1.4 手动 驭乐版 三厢,东风标致207后桥变形 4S店检测收费,"G83,K307,",2021-02-02,处理反馈
569760,东风悦达起亚,凯绅,2017款 1.6T GLS,东风悦达起亚凯绅漆面开裂 大灯起雾,"H81,H88,",2021-02-02,处理反馈
569759,奇瑞汽车,瑞虎7,2020款 1.5T CVT 豪华型,奇瑞瑞虎7电瓶故障车辆无法启动,"H146,",2021-02-02,处理反馈
569754,北京现代,伊兰特,2021款 1.5L LUX 尊贵版,北京现代伊兰特售后事故维修导致玻璃受损,"J299,",2021-02-02,处理反馈
569753,北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,北京现代途胜变速箱跳挡顿挫异响要求解决,"B33,B19,B27,",2021-02-02,处理反馈
569752,东风标致,标致308,2014款 乐享版 经典 1.6L 手动 优尚型,东风标致308方向盘上下晃动存在质量问题,"D80,D337,",2021-02-02,处理反馈
569751,东风本田,INSPIRE,2019款 260TURBO 精致版 国VI,东风本田INSPIRE方向盘左右力度不一致,"D156,",2021-02-02,处理反馈
